FirstName,LastName,CompanyName,Title,Address1,City,State,Zip,phone,Email,BadgeType,UF1,UF2,UF3,UF4,DateAdded,DateUpdate,PrintDate,BadgesPrinted,BadgeID
Alysha,Seidl,Kimpton Hotels & Restaurants,Developer,304 FREMONT FORDS FRDS,HOUSTON,TX,77013,832-555-1212,Alysha.Seidl@test.com,Attendee,No,No,TV Ad,I took a taxi here,,2014-04-20 21:48:50,2014-04-20 21:48:50,1,200827
Casie,Selfe,CHG Healthcare Services,Personal Banker,801 WEBFOOT ESTATES ESTS,PISCATAWAY,NJ,08854,732-555-1212,Casie.Selfe@test.com,Exhibitor,Yes,No,Member Told me,I took the bus here,,2014-04-20 21:49:03,2014-04-20 21:49:03,1,200928
Armandina,Selvera,Marriott International,Marketing Director,918 PROMONTORY FORGES FRGS,CHANDLER,AZ,85281,480-555-1212,Armandina.Selvera@test.com,Staff,No,No,TV Ad,Shuttle bus,,2014-04-20 21:50:26,2014-04-20 21:50:26,1,201590
Shante,Semper,Quicken Loans,Principal Engineer,363 PATEROS CREEK ROUTE RTE,MIRA LOMA,CA,92374,909-555-1212,Shante.Semper@test.com,Speaker,No,Yes,Google,I drove here,,2014-04-20 21:50:21,2014-04-20 21:50:21,1,201545
Erma,Sengstock,Bright Horizons Family Solutions,Sales,377 WAPOLA MOUNT MT,ESPERANCE,NY,12053,518-555-1212,Erma.Sengstock@test.com,Exhibitor,Yes,No,A friend told me,I took a taxi here,,2014-04-20 21:48:45,2014-04-20 21:48:45,1,200790
Lonny,Senneker,Devon Energy,Personal Banker,553 PENGREE FORK FRK,PHOENIX,AZ,85250,480-555-1212,Lonny.Senneker@test.com,Press,Yes,Yes,Invite,I drove here,,2014-04-20 21:47:27,2014-04-20 21:47:27,1,200161
Darcy,Server,DPR Construction,Director,662 FORB JUNCTIONS JCTS,WESTMINSTER,CA,92844,714-555-1212,Darcy.Server@test.com,Press,Yes,Yes,Email,I took a taxi here,,2014-04-20 21:50:07,2014-04-20 21:50:07,1,201437
Ayanna,Severe,World Wide Technology,Account Manager,148 MORGAN OVAL OVAL,YONKERS,NY,10710,845-555-1212,Ayanna.Severe@test.com,Attendee,No,Yes,Google,I drove here,,2014-04-20 21:49:22,2014-04-20 21:49:22,1,201083
Vincenza,Severe,Southern Ohio Medical Center,Marketing Manager,412 LYNNWOOD FORK FRK,HOME,PA,15747,724-555-1212,Vincenza.Severe@test.com,Attendee,Yes,No,Radio Ad,I took a taxi here,,2014-04-20 21:51:04,2014-04-20 21:51:04,1,201886
Muriel,Severi,American Express,Branch Manager,381 RIVERS EDGE LIGHT LGT,KINTNERSVILLE,PA,18947,610-555-1212,Muriel.Severi@test.com,Set-Up,No,Yes,TV Ad,I took the bus here,,2014-04-20 21:49:39,2014-04-20 21:49:39,1,201211
Alphonso,Sevey,Devon Energy,Sales Representative,888 WYANDOTTE COURTS CTS,LILLINGTON,NC,27506,910-555-1212,Alphonso.Sevey@test.com,Set-Up,Yes,Yes,Google,Shuttle bus,,2014-04-20 21:50:59,2014-04-20 21:50:59,1,201847
Zella,Sevey,Baker Donelson,Executive Assistant,994 CHARRINGTON FORD FRD,RAPELJE,MT,59015,406-555-1212,Zella.Sevey@test.com,Exhibitor,No,Yes,Invite,I drove here,,2014-04-20 21:49:13,2014-04-20 21:49:13,1,201007
Usha,Sfera,Navy Federal Credit Union,Assistant Vice President,808 BELINDER CENTERS CTRS,MCLEAN,TX,79057,806-555-1212,Usha.Sfera@test.com,Exhibitor,Yes,No,Radio Ad,I took the bus here,,2014-04-20 21:48:55,2014-04-20 21:48:55,1,200868
Taren,Sgroi,General Mills,Business Analyst,741 TRACTOR BAYOO BYU,CHATTANOOGA,TN,37410,423-555-1212,Taren.Sgroi@test.com,Set-Up,Yes,No,Radio Ad,I drove here,,2014-04-20 21:51:03,2014-04-20 21:51:03,1,201880
Bobbye,Shafer,KPMG,Office Manager,954 SPARTAN UNION UN,MERIDIAN,TX,76665,254-555-1212,Bobbye.Shafer@test.com,Set-Up,No,Yes,TV Ad,I took the bus here,,2014-04-20 21:47:03,2014-04-20 21:47:03,1,199968
Catherine,Shafto,Publix Super Markets,Manager,524 MOONLIGHT WALKS WALK,SPENCER,TN,38583,931-555-1212,Catherine.Shafto@test.com,Set-Up,No,No,A friend told me,I took a taxi here,,2014-04-20 21:50:55,2014-04-20 21:50:55,1,201817
Marcella,Shalhoup,Scripps Health,Financial Analyst,715 PUMA ISLAND IS,NEWBURY,VT,05085,802-555-1212,Marcella.Shalhoup@test.com,Staff,No,No,A friend told me,Shuttle bus,,2014-04-20 21:50:55,2014-04-20 21:50:55,1,201816
Fannie,Shanna,Adobe,Marketing Manager,273 COLLEGE HOLLOW HOLW,ASHLEY,IN,46705,260-555-1212,Fannie.Shanna@test.com,Staff,Yes,Yes,Radio Ad,I drove here,,2014-04-20 21:49:17,2014-04-20 21:49:17,1,201042
Joanna,Shark,Stryker,Office Manager,475 MAJESTIC BOTTOM BTM,STARBUCK,MN,56381,320-555-1212,Joanna.Shark@test.com,Speaker,No,Yes,A friend told me,I drove here,,2014-04-20 21:48:00,2014-04-20 21:48:00,1,200427
Adelina,Shasteen,FactSet Research Systems,Design Engineer,137 ATTLEBORO NECK NCK,NEWPORT NEWS,VA,23185,757-555-1212,Adelina.Shasteen@test.com,Press,No,Yes,Newspaper Ad,I took the bus here,,2014-04-20 21:50:18,2014-04-20 21:50:18,1,201523
Leoma,Shauf,Alston & Bird,Marketing Manager,448 ETTON KEY KY,DELRAY BEACH,FL,33467,561-555-1212,Leoma.Shauf@test.com,Press,No,Yes,Radio Ad,I took the bus here,,2014-04-20 21:50:28,2014-04-20 21:50:28,1,201606
Lakesha,Shellhaas,Mercedes-Benz USA,Graphic Designer,162 DAKOTA UNION UN,ROBERTA,GA,31078,478-555-1212,Lakesha.Shellhaas@test.com,Staff,No,No,Invite,I drove here,,2014-04-20 21:49:15,2014-04-20 21:49:15,1,201024
Mayola,Shelnutt,DreamWorks Animation,Analyst,761 TWIN MEWS MEWS,TURNER,OR,97392,503-555-1212,Mayola.Shelnutt@test.com,Exhibitor,No,No,Newspaper Ad,A friend brought me,,2014-04-20 21:49:55,2014-04-20 21:49:55,1,201343
Marhta,Sherief,Baker Donelson,Investment Banking Analyst,620 COUNTY RD 64E STREETS STS,LOS ANGELES,CA,90210,310-555-1212,Marhta.Sherief@test.com,Attendee,Yes,No,TV Ad,I drove here,,2014-04-20 21:47:17,2014-04-20 21:47:17,1,200079
Veronica,Sherraden,Publix Super Markets,Associate Director,289 RIDGEWOOD ISLANDS ISS,NEW CANAAN,CT,06840,203-555-1212,Veronica.Sherraden@test.com,Speaker,No,Yes,Newspaper Ad,I took the bus here,,2014-04-20 21:49:15,2014-04-20 21:49:15,1,201022
Goldie,Shetler,SAS Institute,Art Director,529 GOLDENROD RAMP RAMP,BRENTWOOD,NY,11741,631-555-1212,Goldie.Shetler@test.com,Speaker,Yes,No,Member Told me,I took a taxi here,,2014-04-20 21:50:17,2014-04-20 21:50:17,1,201515
Cristie,Shibles,Allianz Life Insurance,Principal Consultant,557 CLIFF VIEW SHORES SHRS,ORLANDO,FL,32791,407-555-1212,Cristie.Shibles@test.com,Exhibitor,Yes,No,Invite,A friend brought me,,2014-04-20 21:49:44,2014-04-20 21:49:44,1,201252
Kristofer,Shobe,Robert W. Baird,Senior Business Analyst,582 DEVON MOTORWAY MTWY,EVEREST,KS,66439,785-555-1212,Kristofer.Shobe@test.com,Press,Yes,Yes,Invite,A friend brought me,,2014-04-20 21:47:53,2014-04-20 21:47:53,1,200376
Laverne,Shover,Ernst & Young,Project Engineer,216 SIERRA GRANDE SHORE SHR,MIDDLEPORT,NY,14103,585-555-1212,Laverne.Shover@test.com,Speaker,No,Yes,Google,I drove here,,2014-04-20 21:49:17,2014-04-20 21:49:17,1,201038
Celinda,Shryack,Google,Customer Service,429 CHERRY FORT FT,ANAHEIM,CA,92345,714-555-1212,Celinda.Shryack@test.com,Staff,Yes,No,TV Ad,I drove here,,2014-04-20 21:49:36,2014-04-20 21:49:36,1,201188
Fidela,Shryock,Bingham McCutchen,Finance Manager,274 Cedar PARKS PARK,ATLANTA,GA,30038,404-555-1212,Fidela.Shryock@test.com,Speaker,Yes,Yes,Member Told me,I took the bus here,,2014-04-20 21:50:06,2014-04-20 21:50:06,1,201427
Melia,Shufelt,USAA,Associate,340 MONTEZUMA FORGE FRG,OXFORD,IN,47918,765-555-1212,Melia.Shufelt@test.com,Speaker,Yes,No,Email,I drove here,,2014-04-20 21:47:36,2014-04-20 21:47:36,1,200232
Kazuko,Shur,Quicken Loans,Operations Manager,842 LOCKHEED FORDS FRDS,SOUTHERN PINES,NC,28394,910-555-1212,Kazuko.Shur@test.com,Press,No,No,TV Ad,Shuttle bus,,2014-04-20 21:47:22,2014-04-20 21:47:22,1,200124
Tashina,Shuttleworth,Men's Wearhouse,Product Manager,222 DUBLIN SUMMIT SMT,LOS ANGELES,CA,93551,323-555-1212,Tashina.Shuttleworth@test.com,Set-Up,Yes,Yes,TV Ad,A friend brought me,,2014-04-20 21:50:14,2014-04-20 21:50:14,1,201492
Tania,Sidur,SAS Institute,Process Engineer,161 JAERGER ISLAND IS,LINCOLN,CA,95652,916-555-1212,Tania.Sidur@test.com,Press,Yes,No,A friend told me,I drove here,,2014-04-20 21:50:21,2014-04-20 21:50:21,1,201549
Anissa,Sieber,Southern Ohio Medical Center,Engineer,904 TORTOLA COVES CVS,CORSICA,PA,15864,814-555-1212,Anissa.Sieber@test.com,Attendee,No,No,Email,A friend brought me,,2014-04-20 21:50:04,2014-04-20 21:50:04,1,201410
Natosha,Siemsen,Robert W. Baird,Senior Business Analyst,974 LODGE MAKER GROVE GRV,BOOMER,NC,28606,336-555-1212,Natosha.Siemsen@test.com,Exhibitor,Yes,Yes,Google,I took the bus here,,2014-04-20 21:49:32,2014-04-20 21:49:32,1,201158
Evia,Siewers,Allianz Life Insurance,Programmer,114 MINNEAPOLIS PLACE PL,WESTFIELD,NJ,07901,908-555-1212,Evia.Siewers@test.com,Speaker,Yes,No,Google,I took the bus here,,2014-04-20 21:47:14,2014-04-20 21:47:14,1,200060
Stefania,Silversmith,Intel,Mechanical Engineer,931 CINNABAR PLAINS PLNS,BEECH ISLAND,SC,29841,803-555-1212,Stefania.Silversmith@test.com,Exhibitor,Yes,Yes,Newspaper Ad,Shuttle bus,,2014-04-20 21:47:00,2014-04-20 21:47:00,1,199948
Sophie,Simeone,DPR Construction,Graphic Designer,545 POUDRE CANYON CROSSING XING,SAN JOSE,CA,95133,408-555-1212,Sophie.Simeone@test.com,Exhibitor,No,Yes,Newspaper Ad,I took a taxi here,,2014-04-20 21:51:00,2014-04-20 21:51:00,1,201859
Joette,Simino,NetApp,Assistant Store Manager,701 YUCCA CANYON CYN,REPUBLIC,OH,44818,419-555-1212,Joette.Simino@test.com,Staff,No,Yes,Radio Ad,A friend brought me,,2014-04-20 21:50:15,2014-04-20 21:50:15,1,201496
Sal,Simino,SVB Financial Group,Accountant,236 PAMELA RAMP RAMP,BOARDMAN,OR,97844,541-555-1212,Sal.Simino@test.com,Speaker,Yes,No,Radio Ad,Shuttle bus,,2014-04-20 21:47:07,2014-04-20 21:47:07,1,200005
Millie,Simonton,Qualcomm,Executive Assistant,335 PLEASANT VALLEY AVENUE AVE,BURTRUM,MN,56318,320-555-1212,Millie.Simonton@test.com,Set-Up,No,No,Radio Ad,A friend brought me,,2014-04-20 21:50:49,2014-04-20 21:50:49,1,201771
Karl,Sinagra,SVB Financial Group,Account Executive,812 HIGHPLAINS CIRCLES CIRS,SIMLA,CO,80830,719-555-1212,Karl.Sinagra@test.com,Attendee,Yes,Yes,Google,I took the bus here,,2014-04-20 21:50:25,2014-04-20 21:50:25,1,201582
Karoline,Sinclair,Perkins Coie,Executive Assistant,321 SUNRISE RIDGE CREEK CRK,VERNON CENTER,NY,13425,315-555-1212,Karoline.Sinclair@test.com,Press,No,No,Newspaper Ad,I took the bus here,,2014-04-20 21:48:34,2014-04-20 21:48:34,1,200702
Hanh,Sindt,Children's Healthcare of Atlanta,Attorney,408 AKIN BOULEVARD BLVD,MARIETTA,GA,30301,770-555-1212,Hanh.Sindt@test.com,Exhibitor,Yes,No,Email,I took the bus here,,2014-04-20 21:50:40,2014-04-20 21:50:40,1,201702
Amelia,Sings,Scripps Health,IT Analyst,929 RED FOX HILL HL,OKLAHOMA CITY,OK,73007,405-555-1212,Amelia.Sings@test.com,Exhibitor,Yes,No,Invite,I drove here,,2014-04-20 21:47:43,2014-04-20 21:47:43,1,200292
Phillip,Sinisi,Adobe,Network Engineer,303 CRYSTAL COVE WALKS WALK,CHESTER,VA,24540,804-555-1212,Phillip.Sinisi@test.com,Press,Yes,No,Radio Ad,I took a taxi here,,2014-04-20 21:50:15,2014-04-20 21:50:15,1,201502
Tarsha,Siskey,General Mills,Principal Consultant,986 GALAXY PIKE PIKE,MOULTRIE,GA,31788,229-555-1212,Tarsha.Siskey@test.com,Staff,No,No,Google,I took the bus here,,2014-04-20 21:49:53,2014-04-20 21:49:53,1,201327
Ian,Sixtos,Allianz Life Insurance,Marketing Director,319 BLUERIDGE FORGES FRGS,MARLINTON,WV,24927,304-555-1212,Ian.Sixtos@test.com,Press,No,No,A friend told me,I took the bus here,,2014-04-20 21:48:14,2014-04-20 21:48:14,1,200541
Kristy,Sjostrom,Nugget Market,Senior Analyst,567 WAGON TRAIL LANDING LNDG,CHICAGO HEIGHTS,IL,60417,708-555-1212,Kristy.Sjostrom@test.com,Speaker,Yes,Yes,TV Ad,I took a taxi here,,2014-04-20 21:50:17,2014-04-20 21:50:17,1,201514
Cole,Sjulstad,Mattel,Process Engineer,593 NIMBUS MILLS MLS,RIO LINDA,CA,95838,916-555-1212,Cole.Sjulstad@test.com,Press,Yes,No,Member Told me,I drove here,,2014-04-20 21:49:48,2014-04-20 21:49:48,1,201285
Emanuel,Skane,Four Seasons Hotels & Resorts,Pharmacist,913 ROBIN CAUSEWAY CSWY,ARGONNE,WI,54511,715-555-1212,Emanuel.Skane@test.com,Set-Up,Yes,Yes,Radio Ad,I took the bus here,,2014-04-20 21:49:10,2014-04-20 21:49:10,1,200983
Jo,Skillern,Hasbro,Sales,610 GAIRLOCH DRIVE DR,PAWLEYS IS,SC,29585,843-555-1212,Jo.Skillern@test.com,Staff,Yes,Yes,Newspaper Ad,A friend brought me,,2014-04-20 21:47:23,2014-04-20 21:47:23,1,200127
Bailey,Skirvin,OhioHealth,Assistant Manager,814 PONDEROSA BRANCH BR,INDIAN VALLEY,ID,83643,208-555-1212,Bailey.Skirvin@test.com,Press,Yes,No,TV Ad,A friend brought me,,2014-04-20 21:47:36,2014-04-20 21:47:36,1,200236
Delorse,Sklar,Devon Energy,Programmer Analyst,784 WEST COMMON CMN,LOCKWOOD,NY,14859,607-555-1212,Delorse.Sklar@test.com,Exhibitor,No,No,Email,A friend brought me,,2014-04-20 21:49:32,2014-04-20 21:49:32,1,201155
Consuelo,Skogen,PricewaterhouseCoopers,Programmer,883 STUMP SHORE SHR,GRAND PRAIRIE,TX,75254,214-555-1212,Consuelo.Skogen@test.com,Attendee,Yes,Yes,A friend told me,I took a taxi here,,2014-04-20 21:49:43,2014-04-20 21:49:43,1,201243
Jane,Slabaugh,Starbucks,It Manager,192 BOXELDER CREEK REST RST,FAIRFIELD,ID,83327,208-555-1212,Jane.Slabaugh@test.com,Exhibitor,No,Yes,Invite,I took a taxi here,,2014-04-20 21:47:38,2014-04-20 21:47:38,1,200253
Dovie,Slaybaugh,NetApp,Principal Software Engineer,287 BRISTLECONE TURNPIKE TPKE,LINCOLN,MO,65355,660-555-1212,Dovie.Slaybaugh@test.com,Attendee,No,No,Email,I took a taxi here,,2014-04-20 21:49:24,2014-04-20 21:49:24,1,201094
Aurelio,Smedsrud,Chesapeake Energy,Operations Manager,611 BANYAN HAVEN HVN,WILLSHIRE,OH,45891,419-555-1212,Aurelio.Smedsrud@test.com,Speaker,Yes,Yes,Member Told me,A friend brought me,,2014-04-20 21:48:38,2014-04-20 21:48:38,1,200735
Shakira,Smolen,Children's Healthcare of Atlanta,Finance Manager,344 PLACER VILLAGE VLG,LIBERTY HILL,TX,78628,512-555-1212,Shakira.Smolen@test.com,Set-Up,Yes,Yes,Invite,Shuttle bus,,2014-04-20 21:49:58,2014-04-20 21:49:58,1,201362
Susannah,Smotherman,Kimpton Hotels & Restaurants,It Manager,840 SILVERTIP ORCHARD ORCH,ELKHART,IL,62656,217-555-1212,Susannah.Smotherman@test.com,Press,Yes,Yes,Radio Ad,I took the bus here,,2014-04-20 21:49:52,2014-04-20 21:49:52,1,201318
Robby,Smythe,Build-A-Bear Workshop,Executive Assistant,246 TWIN PEAKS PASS PASS,TIMBO,AR,72680,870-555-1212,Robby.Smythe@test.com,Staff,Yes,Yes,Google,A friend brought me,,2014-04-20 21:48:58,2014-04-20 21:48:58,1,200891
Shawnda,Smythe,Booz Allen Hamilton,Engineering Manager,879 TIMBERWOOD ARCADE ARC,DRUMMOND,WI,54832,715-555-1212,Shawnda.Smythe@test.com,Speaker,No,Yes,Member Told me,A friend brought me,,2014-04-20 21:50:50,2014-04-20 21:50:50,1,201778
Magda,Snee,Build-A-Bear Workshop,Project Engineer,296 CORTEZ ROADS RDS,LINCOLN,CA,95835,916-555-1212,Magda.Snee@test.com,Exhibitor,No,No,A friend told me,A friend brought me,,2014-04-20 21:47:48,2014-04-20 21:47:48,1,200330
Mika,Snoots,Nugget Market,Operations Manager,297 COMMONS SKYWAY SKWY,BOISE,ID,83617,208-555-1212,Mika.Snoots@test.com,Staff,No,Yes,A friend told me,Shuttle bus,,2014-04-20 21:50:29,2014-04-20 21:50:29,1,201611
Katia,Sobilo,EOG Resources,Executive Assistant,672 CLOUDBURST OVAL OVAL,PHOENIX,AZ,85018,480-555-1212,Katia.Sobilo@test.com,Speaker,Yes,Yes,TV Ad,I took a taxi here,,2014-04-20 21:48:32,2014-04-20 21:48:32,1,200687
Ai,Sobon,USAA,Registered Nurse,345 PARAGON MILL ML,BROOKLYN,NY,11219,718-555-1212,Ai.Sobon@test.com,Speaker,No,No,Email,I took the bus here,,2014-04-20 21:49:23,2014-04-20 21:49:23,1,201085
Genevieve,Sodek,Morningstar,Finance Manager,975 NIOBRARA RIDGE FORDS FRDS,S SALT LAKE,UT,84074,801-555-1212,Genevieve.Sodek@test.com,Exhibitor,Yes,No,Email,A friend brought me,,2014-04-20 21:50:52,2014-04-20 21:50:52,1,201794
Charlsie,Soliece,Mercedes-Benz USA,Senior Consultant,805 THIEM LIGHT LGT,WAVERLY,TN,37101,931-555-1212,Charlsie.Soliece@test.com,Set-Up,Yes,No,Google,I took the bus here,,2014-04-20 21:47:55,2014-04-20 21:47:55,1,200392
Ronald,Sortor,Mercedes-Benz USA,Assistant Store Manager,718 VIBURNUM VALLEY VLY,SAN FRANCISCO,CA,94028,415-555-1212,Ronald.Sortor@test.com,Speaker,No,No,Member Told me,I took a taxi here,,2014-04-20 21:51:09,2014-04-20 21:51:09,1,201926
Lyndon,Sotomayer,Adobe,Project Manager,165 GLENVIEW CAPE CPE,BYRON,MI,48418,810-555-1212,Lyndon.Sotomayer@test.com,Speaker,No,No,Newspaper Ad,A friend brought me,,2014-04-20 21:48:28,2014-04-20 21:48:28,1,200654
Loretta,Souza,Devon Energy,It Manager,755 SQUIRES LANDING LNDG,PINECREST,CA,95364,209-555-1212,Loretta.Souza@test.com,Staff,Yes,Yes,A friend told me,I took the bus here,,2014-04-20 21:47:18,2014-04-20 21:47:18,1,200086
Nicolette,Spach,Goldman Sachs,Senior Associate,508 HIGH FORGES FRGS,ESCONDIDO,CA,92026,760-555-1212,Nicolette.Spach@test.com,Exhibitor,No,Yes,A friend told me,Shuttle bus,,2014-04-20 21:49:00,2014-04-20 21:49:00,1,200908
Carmelita,Spahn,Edward Jones,Research Associate,740 NORTHRIDGE RADIAL RADL,GUALALA,CA,95445,707-555-1212,Carmelita.Spahn@test.com,Set-Up,Yes,Yes,Google,A friend brought me,,2014-04-20 21:47:12,2014-04-20 21:47:12,1,200038
Heath,Spartin,Meridian Health,Graphic Designer,928 LINDENMEIER HIGHWAY HWY,MINNEAPOLIS,MN,55416,763-555-1212,Heath.Spartin@test.com,Exhibitor,No,No,Invite,Shuttle bus,,2014-04-20 21:47:13,2014-04-20 21:47:13,1,200044
Jocelyn,Speaker,Stryker,Programmer Analyst,431 ROBIN TERRACE TER,CLOVIS,NM,88135,505-555-1212,Jocelyn.Speaker@test.com,Staff,No,No,Invite,Shuttle bus,,2014-04-20 21:48:20,2014-04-20 21:48:20,1,200590
Perry,Spehar,American Fidelity Assurance,Branch Manager,783 SHERELL CIRCLES CIRS,MORO,AR,72372,870-555-1212,Perry.Spehar@test.com,Speaker,No,No,TV Ad,I took the bus here,,2014-04-20 21:49:18,2014-04-20 21:49:18,1,201049
Gustavo,Sperber,Hitachi Data Systems,General Manager,409 BLACKFOOT MANORS MNRS,HOUSTON,TX,77076,832-555-1212,Gustavo.Sperber@test.com,Attendee,Yes,Yes,Newspaper Ad,Shuttle bus,,2014-04-20 21:50:21,2014-04-20 21:50:21,1,201550
Elizabeth,Sphon,KPMG,Programmer,734 SPRINGS RANCH ISLAND IS,AKRON,OH,44080,330-555-1212,Elizabeth.Sphon@test.com,Speaker,No,Yes,Google,I took a taxi here,,2014-04-20 21:49:41,2014-04-20 21:49:41,1,201232
Jill,Spiegler,American Fidelity Assurance,Associate,672 OLD MAN MOUNTAIN TRACE TRCE,GIFFORD,IL,61847,217-555-1212,Jill.Spiegler@test.com,Set-Up,Yes,Yes,Google,Shuttle bus,,2014-04-20 21:48:19,2014-04-20 21:48:19,1,200579
Arnoldo,Spielman,Qualcomm,Flight Attendant,213 POUDRE VISTA VALLEY VLY,DENVER,CO,80438,303-555-1212,Arnoldo.Spielman@test.com,Press,No,Yes,Newspaper Ad,I took a taxi here,,2014-04-20 21:50:23,2014-04-20 21:50:23,1,201565
Rozella,Spigner,Starbucks,Senior Engineer,280 RED CLIFF FREEWAY FWY,PAWLET,VT,05761,802-555-1212,Rozella.Spigner@test.com,Speaker,Yes,No,Newspaper Ad,I took the bus here,,2014-04-20 21:50:19,2014-04-20 21:50:19,1,201532
Tressie,Spiva,Millennium: The Takeda Oncology Co.,Project Manager,786 AARDVARK DIVIDE DV,WASOLA,MO,65608,417-555-1212,Tressie.Spiva@test.com,Exhibitor,No,No,Newspaper Ad,I took the bus here,,2014-04-20 21:51:07,2014-04-20 21:51:07,1,201912
Zada,Sporle,OhioHealth,Registered Nurse,791 GEORGETOWN CROSSROAD XRD,LUXEMBURG,WI,54217,920-555-1212,Zada.Sporle@test.com,Speaker,Yes,No,Google,A friend brought me,,2014-04-20 21:47:55,2014-04-20 21:47:55,1,200391
Valorie,Sporman,Intel,Network Engineer,522 ROSECROWN LAKE LK,KING OF PRUSSIA,PA,19038,610-555-1212,Valorie.Sporman@test.com,Speaker,Yes,No,A friend told me,I took a taxi here,,2014-04-20 21:48:20,2014-04-20 21:48:20,1,200587
Aida,Spradlin,Umpqua Bank,IT Analyst,765 COUNTY RD 54G MEWS MEWS,DENVER,CO,80126,720-555-1212,Aida.Spradlin@test.com,Exhibitor,No,No,Member Told me,Shuttle bus,,2014-04-20 21:47:55,2014-04-20 21:47:55,1,200394
Fawn,Sprang,St. Jude Children's Research Hospital,Operations Manager,353 GOLD MEADOW MOUNTAINS MTNS,WELLSBURG,IA,50613,641-555-1212,Fawn.Sprang@test.com,Staff,Yes,No,Email,I drove here,,2014-04-20 21:50:13,2014-04-20 21:50:13,1,201481
Valorie,Sprong,Autodesk,Analyst,680 LANCE OVERPASS OPAS,WATERVILLE,VT,05464,802-555-1212,Valorie.Sprong@test.com,Set-Up,No,Yes,Radio Ad,I took a taxi here,,2014-04-20 21:48:08,2014-04-20 21:48:08,1,200492
Tomiko,Srour,Adobe,Personal Banker,724 MCKINLEY TRAIL TRL,MIDDLETOWN,NJ,07733,732-555-1212,Tomiko.Srour@test.com,Attendee,No,No,Radio Ad,A friend brought me,,2014-04-20 21:48:57,2014-04-20 21:48:57,1,200886
Burma,Stahoski,Edward Jones,Research Associate,609 CEDAR MISSION MSN,RED OAK,TX,75167,972-555-1212,Burma.Stahoski@test.com,Attendee,Yes,Yes,Email,A friend brought me,,2014-04-20 21:48:09,2014-04-20 21:48:09,1,200506
Donnette,Stainback,Schweitzer Engineering Labs,Senior Engineer,193 KEENELAND SUMMIT SMT,SHALIMAR,FL,32578,850-555-1212,Donnette.Stainback@test.com,Press,No,Yes,Invite,I took a taxi here,,2014-04-20 21:50:40,2014-04-20 21:50:40,1,201696
Treena,Stamenov,St. Jude Children's Research Hospital,Finance Manager,175 HEBER MILL ML,ODUM,GA,31545,912-555-1212,Treena.Stamenov@test.com,Staff,Yes,No,Google,A friend brought me,,2014-04-20 21:48:18,2014-04-20 21:48:18,1,200577
Cordell,Stanaway,Allianz Life Insurance,Program Manager,454 LONG VIEW GREENS GRNS,PALO ALTO,CA,94025,650-555-1212,Cordell.Stanaway@test.com,Speaker,Yes,Yes,Invite,I took the bus here,,2014-04-20 21:49:35,2014-04-20 21:49:35,1,201187
Myles,Standen,Goldman Sachs,Flight Attendant,256 BLUE JAY KEY KY,LADUE,MO,63640,314-555-1212,Myles.Standen@test.com,Attendee,Yes,Yes,Invite,A friend brought me,,2014-04-20 21:47:04,2014-04-20 21:47:04,1,199978
Kip,Stanzak,Aflac,Art Director,515 YAMA PLAINS PLNS,CEDAR RAPIDS,IA,52404,319-555-1212,Kip.Stanzak@test.com,Set-Up,Yes,No,Newspaper Ad,I took a taxi here,,2014-04-20 21:48:46,2014-04-20 21:48:46,1,200796
Fredda,Staudenmeier,Intercontinental Hotels Group,Process Engineer,190 EQUESTRIAN EXPRESSWAY EXPY,DARIEN,WI,53184,262-555-1212,Fredda.Staudenmeier@test.com,Set-Up,No,No,Newspaper Ad,I took the bus here,,2014-04-20 21:49:48,2014-04-20 21:49:48,1,201284
Asuncion,Stcyr,PCL Construction,Administrative Assistant,821 TWIN OAK LANDING LNDG,UTICA,NY,13424,315-555-1212,Asuncion.Stcyr@test.com,Exhibitor,Yes,Yes,Radio Ad,I drove here,,2014-04-20 21:49:16,2014-04-20 21:49:16,1,201027
Lyn,Stdenny,Allianz Life Insurance,Investment Banking Analyst,508 VISTA GRANDE RUE RUE,ALBUQUERQUE,NM,87154,505-555-1212,Lyn.Stdenny@test.com,Speaker,No,No,Google,I took a taxi here,,2014-04-20 21:50:27,2014-04-20 21:50:27,1,201597
Sigrid,Stealy,QuikTrip,Flight Attendant,566 CONNELLY NECK NCK,LOS ANGELES,CA,90294,818-555-1212,Sigrid.Stealy@test.com,Press,No,No,Radio Ad,Shuttle bus,,2014-04-20 21:47:42,2014-04-20 21:47:42,1,200284
Maria,Steber,Boston Consulting Group,General Manager,691 SPARTAN FORDS FRDS,WILKES BARRE,PA,18702,570-555-1212,Maria.Steber@test.com,Press,No,Yes,TV Ad,I took the bus here,,2014-04-20 21:49:08,2014-04-20 21:49:08,1,200968
Li,Stecklair,Cisco,Senior Analyst,516 PRICKLEY PEAR HIGHWAY HWY,HUNTSVILLE,TN,37755,423-555-1212,Li.Stecklair@test.com,Exhibitor,No,Yes,TV Ad,I took a taxi here,,2014-04-20 21:50:11,2014-04-20 21:50:11,1,201466
Lyndia,Steinauer,CHG Healthcare Services,Senior Business Analyst,614 VILLAGE GREEN KEYS KYS,LOLITA,TX,77962,361-555-1212,Lyndia.Steinauer@test.com,Press,Yes,No,Email,Shuttle bus,,2014-04-20 21:50:26,2014-04-20 21:50:26,1,201586
